transaction_id,order_date,region,product_category,sales_channel,customer_segment,units_sold,unit_price,discount_rate,gross_revenue,discount_amount,net_revenue,month,seasonality_multiplier
4608,2024-03-04,South,Software,Direct Sales,Consumer,2,370.24,0.0,740.48,0.0,740.48,3,1.0
4609,2024-02-20,South,Software,Online,Enterprise,3,270.15,0.0,810.45,0.0,810.45,2,1.0
4610,2024-12-27,West,Office Supplies,Online,Enterprise,5,186.44,0.0,932.2,0.0,1165.25,12,1.25
4611,2023-07-16,South,Technology,Partner,Small Business,1,180.53,0.1,180.53,18.05,178.72,7,1.1
4612,2025-12-12,Midwest,Furniture,Direct Sales,Consumer,4,144.29,0.05,577.16,28.86,685.38,12,1.25
4613,2024-04-24,South,Technology,Online,Small Business,4,103.21,0.1,412.84,41.28,371.56,4,1.0
4614,2025-06-08,Midwest,Office Supplies,Online,Small Business,2,191.87,0.1,383.74,38.37,379.9,6,1.1
4615,2025-07-13,South,Services,Partner,Consumer,9,68.03,0.0,612.27,0.0,673.5,7,1.1
4616,2023-05-03,South,Technology,Partner,Small Business,6,293.89,0.0,1763.34,0.0,1763.34,5,1.0
4617,2025-02-16,Midwest,Technology,Direct Sales,Mid Market,9,140.89,0.05,1268.01,63.4,1204.61,2,1.0
4618,2023-12-14,Midwest,Software,Online,Mid Market,6,256.44,0.1,1538.64,153.86,1730.97,12,1.25
4619,2023-01-29,West,Technology,Partner,Enterprise,2,178.86,0.1,357.72,35.77,321.95,1,1.0
4620,2025-09-01,South,Technology,Online,Mid Market,1,217.01,0.0,217.01,0.0,217.01,9,1.0
4621,2023-02-04,Midwest,Office Supplies,Direct Sales,Mid Market,4,115.61,0.15,462.44,69.37,393.07,2,1.0
4622,2024-09-14,West,Software,Online,Small Business,1,217.63,0.0,217.63,0.0,217.63,9,1.0
4623,2024-08-11,South,Software,Retail,Small Business,8,192.94,0.0,1543.52,0.0,1697.87,8,1.1
4624,2025-12-26,Midwest,Software,Online,Enterprise,11,293.16,0.0,3224.76,0.0,4030.95,12,1.25
4625,2025-06-22,West,Furniture,Online,Mid Market,1,115.66,0.0,115.66,0.0,127.23,6,1.1
4626,2024-06-03,South,Services,Online,Small Business,5,113.07,0.0,565.35,0.0,621.88,6,1.1
4627,2023-05-02,Northeast,Technology,Online,Mid Market,9,129.2,0.0,1162.8,0.0,1162.8,5,1.0
4628,2023-12-06,Midwest,Furniture,Retail,Small Business,1,73.9,0.0,73.9,0.0,92.38,12,1.25
4629,2023-06-24,South,Furniture,Online,Mid Market,4,139.21,0.0,556.84,0.0,612.52,6,1.1
4630,2024-08-19,West,Technology,Partner,Small Business,8,133.09,0.0,1064.72,0.0,1171.19,8,1.1
4631,2024-03-26,South,Furniture,Online,Small Business,8,183.75,0.0,1470.0,0.0,1470.0,3,1.0
4632,2024-07-10,Northeast,Office Supplies,Partner,Mid Market,1,187.88,0.1,187.88,18.79,186.0,7,1.1
4633,2025-11-05,Midwest,Office Supplies,Partner,Consumer,8,103.62,0.0,828.96,0.0,1036.2,11,1.25
4634,2023-01-09,South,Furniture,Online,Mid Market,11,251.78,0.1,2769.58,276.96,2492.62,1,1.0
4635,2023-11-30,South,Software,Online,Mid Market,3,217.56,0.0,652.68,0.0,815.85,11,1.25
4636,2025-10-13,South,Software,Partner,Small Business,11,236.65,0.05,2603.15,130.16,3091.24,10,1.25
4637,2023-11-23,West,Furniture,Online,Mid Market,7,251.35,0.1,1759.45,175.95,1979.38,11,1.25
4638,2023-01-15,Midwest,Furniture,Online,Consumer,10,132.39,0.05,1323.9,66.19,1257.7,1,1.0
4639,2025-04-18,South,Furniture,Online,Mid Market,11,153.96,0.05,1693.56,84.68,1608.88,4,1.0
4640,2023-08-14,South,Technology,Online,Small Business,1,207.03,0.0,207.03,0.0,227.73,8,1.1
4641,2023-04-23,West,Software,Online,Consumer,5,256.84,0.1,1284.2,128.42,1155.78,4,1.0
4642,2023-01-01,South,Technology,Direct Sales,Mid Market,4,203.24,0.15,812.96,121.94,691.02,1,1.0
4643,2023-09-23,West,Technology,Direct Sales,Small Business,4,185.63,0.0,742.52,0.0,742.52,9,1.0
4644,2025-08-09,West,Technology,Direct Sales,Mid Market,5,149.19,0.15,745.95,111.89,697.46,8,1.1
4645,2023-11-02,Midwest,Software,Online,Small Business,3,113.63,0.0,340.89,0.0,426.11,11,1.25
4646,2023-01-12,Northeast,Technology,Direct Sales,Small Business,7,249.65,0.05,1747.55,87.38,1660.17,1,1.0
4647,2025-07-25,Northeast,Software,Partner,Consumer,2,165.71,0.05,331.42,16.57,346.33,7,1.1
4648,2024-02-24,West,Technology,Partner,Mid Market,1,189.28,0.1,189.28,18.93,170.35,2,1.0
4649,2025-06-07,Midwest,Software,Retail,Enterprise,6,279.74,0.0,1678.44,0.0,1846.28,6,1.1
4650,2023-06-20,Northeast,Services,Online,Consumer,1,166.61,0.0,166.61,0.0,183.27,6,1.1
4651,2023-05-14,South,Office Supplies,Direct Sales,Mid Market,11,190.4,0.0,2094.4,0.0,2094.4,5,1.0
4652,2025-08-22,South,Software,Retail,Enterprise,7,160.75,0.15,1125.25,168.79,1052.11,8,1.1
4653,2025-11-14,South,Software,Direct Sales,Consumer,8,114.98,0.0,919.84,0.0,1149.8,11,1.25
4654,2024-10-19,West,Software,Online,Mid Market,2,204.93,0.0,409.86,0.0,512.33,10,1.25
4655,2023-06-28,Midwest,Software,Direct Sales,Small Business,4,78.74,0.05,314.96,15.75,329.13,6,1.1
4656,2025-12-15,West,Technology,Online,Consumer,7,266.24,0.05,1863.68,93.18,2213.12,12,1.25
4657,2023-04-21,West,Office Supplies,Online,Small Business,11,73.38,0.05,807.18,40.36,766.82,4,1.0
4658,2023-05-17,West,Services,Retail,Small Business,6,171.46,0.0,1028.76,0.0,1028.76,5,1.0
4659,2023-08-20,South,Furniture,Partner,Small Business,2,157.67,0.0,315.34,0.0,346.87,8,1.1
4660,2025-09-18,West,Services,Partner,Enterprise,4,248.13,0.0,992.52,0.0,992.52,9,1.0
4661,2024-04-12,South,Office Supplies,Retail,Consumer,3,147.28,0.0,441.84,0.0,441.84,4,1.0
4662,2025-01-01,South,Office Supplies,Online,Mid Market,9,99.18,0.0,892.62,0.0,892.62,1,1.0
4663,2024-04-25,Northeast,Office Supplies,Retail,Small Business,6,114.5,0.0,687.0,0.0,687.0,4,1.0
4664,2025-12-27,Northeast,Software,Online,Mid Market,2,70.42,0.0,140.84,0.0,176.05,12,1.25
4665,2025-03-24,Northeast,Furniture,Retail,Enterprise,2,235.02,0.0,470.04,0.0,470.04,3,1.0
4666,2025-09-20,Midwest,Technology,Online,Small Business,3,287.92,0.05,863.76,43.19,820.57,9,1.0
4667,2023-11-19,Midwest,Software,Online,Mid Market,5,253.61,0.0,1268.05,0.0,1585.06,11,1.25
4668,2025-07-10,Midwest,Services,Direct Sales,Mid Market,6,189.28,0.0,1135.68,0.0,1249.25,7,1.1
4669,2025-06-22,Midwest,Office Supplies,Online,Enterprise,5,205.46,0.1,1027.3,102.73,1017.03,6,1.1
4670,2024-08-28,Midwest,Technology,Retail,Mid Market,1,167.74,0.0,167.74,0.0,184.51,8,1.1
4671,2024-03-04,West,Technology,Online,Small Business,1,156.41,0.0,156.41,0.0,156.41,3,1.0
4672,2023-05-28,West,Services,Online,Enterprise,7,214.26,0.05,1499.82,74.99,1424.83,5,1.0
4673,2025-04-29,Midwest,Technology,Retail,Small Business,10,114.02,0.0,1140.2,0.0,1140.2,4,1.0
4674,2024-01-02,South,Office Supplies,Retail,Mid Market,7,216.82,0.2,1517.74,303.55,1214.19,1,1.0
4675,2025-04-29,West,Technology,Retail,Mid Market,10,184.39,0.15,1843.9,276.58,1567.31,4,1.0
4676,2025-12-25,West,Furniture,Direct Sales,Small Business,6,223.31,0.05,1339.86,66.99,1591.08,12,1.25
4677,2025-03-23,South,Furniture,Partner,Small Business,9,215.03,0.0,1935.27,0.0,1935.27,3,1.0
4678,2023-06-24,Northeast,Technology,Direct Sales,Small Business,2,119.64,0.05,239.28,11.96,250.05,6,1.1
4679,2024-08-10,South,Software,Retail,Mid Market,1,228.53,0.0,228.53,0.0,251.38,8,1.1
4680,2024-05-09,South,Furniture,Retail,Small Business,11,270.92,0.15,2980.12,447.02,2533.1,5,1.0
4681,2025-08-30,South,Furniture,Retail,Small Business,6,229.34,0.05,1376.04,68.8,1437.96,8,1.1
4682,2023-02-04,Northeast,Furniture,Partner,Small Business,6,136.3,0.05,817.8,40.89,776.91,2,1.0
4683,2025-09-25,West,Services,Retail,Mid Market,9,234.82,0.0,2113.38,0.0,2113.38,9,1.0
4684,2024-06-21,Midwest,Software,Online,Enterprise,11,211.28,0.05,2324.08,116.2,2428.66,6,1.1
4685,2025-01-19,Northeast,Technology,Online,Mid Market,10,83.12,0.0,831.2,0.0,831.2,1,1.0
4686,2025-11-03,West,Technology,Online,Mid Market,1,173.76,0.0,173.76,0.0,217.2,11,1.25
4687,2024-01-09,South,Office Supplies,Online,Mid Market,11,231.57,0.05,2547.27,127.36,2419.91,1,1.0
4688,2024-07-10,South,Services,Online,Consumer,1,182.18,0.2,182.18,36.44,160.32,7,1.1
4689,2023-08-21,Midwest,Furniture,Retail,Small Business,10,215.59,0.0,2155.9,0.0,2371.49,8,1.1
4690,2024-12-05,Midwest,Technology,Online,Mid Market,6,154.4,0.2,926.4,185.28,926.4,12,1.25
4691,2024-07-16,South,Software,Retail,Mid Market,5,202.35,0.15,1011.75,151.76,945.99,7,1.1
4692,2025-07-27,South,Office Supplies,Partner,Mid Market,11,254.44,0.15,2798.84,419.83,2616.92,7,1.1
4693,2025-06-05,South,Office Supplies,Online,Mid Market,6,213.5,0.1,1281.0,128.1,1268.19,6,1.1
4694,2024-12-26,Midwest,Technology,Online,Consumer,6,200.11,0.15,1200.66,180.1,1275.7,12,1.25
4695,2023-03-17,South,Technology,Online,Consumer,4,191.35,0.0,765.4,0.0,765.4,3,1.0
4696,2024-03-14,South,Furniture,Retail,Mid Market,10,181.45,0.0,1814.5,0.0,1814.5,3,1.0
4697,2024-11-29,West,Technology,Retail,Mid Market,8,145.51,0.05,1164.08,58.2,1382.34,11,1.25
4698,2025-07-03,Midwest,Services,Retail,Enterprise,5,167.86,0.0,839.3,0.0,923.23,7,1.1
4699,2025-06-09,Midwest,Technology,Online,Mid Market,6,195.73,0.2,1174.38,234.88,1033.45,6,1.1
4700,2024-11-22,West,Office Supplies,Retail,Consumer,2,76.63,0.05,153.26,7.66,182.0,11,1.25
4701,2023-09-10,Midwest,Office Supplies,Partner,Enterprise,1,255.74,0.05,255.74,12.79,242.95,9,1.0
4702,2025-11-26,West,Furniture,Online,Small Business,8,157.05,0.2,1256.4,251.28,1256.4,11,1.25
4703,2024-02-14,Northeast,Services,Partner,Mid Market,6,120.19,0.0,721.14,0.0,721.14,2,1.0
4704,2023-05-07,South,Software,Partner,Enterprise,9,295.54,0.0,2659.86,0.0,2659.86,5,1.0
4705,2024-08-14,Midwest,Services,Online,Enterprise,5,196.09,0.0,980.45,0.0,1078.5,8,1.1
4706,2023-10-21,West,Technology,Retail,Enterprise,8,244.76,0.0,1958.08,0.0,2447.6,10,1.25
4707,2025-10-16,South,Technology,Online,Consumer,7,148.42,0.0,1038.94,0.0,1298.67,10,1.25
4708,2023-11-06,Midwest,Technology,Online,Mid Market,11,247.4,0.05,2721.4,136.07,3231.66,11,1.25
4709,2024-10-23,South,Technology,Online,Small Business,10,224.97,0.0,2249.7,0.0,2812.12,10,1.25
4710,2024-06-11,West,Furniture,Online,Enterprise,1,167.65,0.15,167.65,25.15,156.75,6,1.1
4711,2024-06-23,West,Services,Online,Small Business,7,91.48,0.1,640.36,64.04,633.96,6,1.1
4712,2024-02-23,South,Furniture,Partner,Consumer,4,242.9,0.0,971.6,0.0,971.6,2,1.0
4713,2024-03-19,West,Services,Direct Sales,Enterprise,6,174.22,0.1,1045.32,104.53,940.79,3,1.0
4714,2024-11-15,West,Office Supplies,Partner,Consumer,9,249.79,0.0,2248.11,0.0,2810.14,11,1.25
4715,2025-04-19,Midwest,Office Supplies,Online,Mid Market,9,165.76,0.0,1491.84,0.0,1491.84,4,1.0
4716,2023-08-24,Midwest,Technology,Direct Sales,Small Business,9,180.94,0.1,1628.46,162.85,1612.18,8,1.1
4717,2023-08-02,South,Technology,Online,Mid Market,5,204.84,0.1,1024.2,102.42,1013.96,8,1.1
4718,2023-03-26,Midwest,Services,Online,Small Business,4,293.8,0.2,1175.2,235.04,940.16,3,1.0
4719,2025-03-04,Northeast,Technology,Retail,Enterprise,6,140.71,0.0,844.26,0.0,844.26,3,1.0
4720,2023-03-26,South,Software,Retail,Mid Market,10,161.9,0.05,1619.0,80.95,1538.05,3,1.0
4721,2023-03-06,West,Office Supplies,Online,Enterprise,5,154.96,0.05,774.8,38.74,736.06,3,1.0
4722,2024-10-24,Midwest,Services,Partner,Small Business,10,150.33,0.05,1503.3,75.17,1785.17,10,1.25
4723,2024-09-18,Midwest,Software,Online,Enterprise,5,181.74,0.0,908.7,0.0,908.7,9,1.0
4724,2023-03-05,South,Furniture,Retail,Enterprise,8,246.43,0.0,1971.44,0.0,1971.44,3,1.0
4725,2025-07-27,West,Office Supplies,Retail,Consumer,10,164.52,0.0,1645.2,0.0,1809.72,7,1.1
4726,2025-07-07,West,Technology,Partner,Small Business,5,288.49,0.15,1442.45,216.37,1348.69,7,1.1
4727,2024-05-05,Northeast,Office Supplies,Direct Sales,Small Business,1,257.42,0.0,257.42,0.0,257.42,5,1.0
4728,2023-11-09,South,Technology,Partner,Consumer,5,179.09,0.0,895.45,0.0,1119.31,11,1.25
4729,2024-09-06,Northeast,Furniture,Online,Small Business,5,144.73,0.2,723.65,144.73,578.92,9,1.0
4730,2025-07-07,West,Technology,Partner,Mid Market,5,225.77,0.1,1128.85,112.89,1117.56,7,1.1
4731,2025-03-23,South,Services,Online,Consumer,3,266.8,0.2,800.4,160.08,640.32,3,1.0
4732,2025-07-28,West,Office Supplies,Direct Sales,Mid Market,9,242.08,0.0,2178.72,0.0,2396.59,7,1.1
4733,2024-11-10,Midwest,Services,Partner,Small Business,5,147.3,0.05,736.5,36.83,874.59,11,1.25
4734,2024-03-10,South,Technology,Retail,Small Business,2,176.68,0.1,353.36,35.34,318.02,3,1.0
4735,2024-11-12,South,Office Supplies,Partner,Mid Market,5,105.17,0.05,525.85,26.29,624.45,11,1.25
4736,2025-12-09,Northeast,Furniture,Online,Enterprise,9,112.55,0.0,1012.95,0.0,1266.19,12,1.25
4737,2023-12-06,Northeast,Furniture,Online,Small Business,8,237.88,0.0,1903.04,0.0,2378.8,12,1.25
4738,2023-12-13,South,Services,Partner,Enterprise,6,217.57,0.05,1305.42,65.27,1550.19,12,1.25
4739,2024-10-07,South,Services,Online,Mid Market,9,275.75,0.05,2481.75,124.09,2947.08,10,1.25
4740,2024-10-10,Midwest,Technology,Direct Sales,Consumer,7,120.24,0.1,841.68,84.17,946.89,10,1.25
4741,2023-09-02,Midwest,Services,Online,Small Business,2,259.61,0.1,519.22,51.92,467.3,9,1.0
4742,2023-04-19,South,Software,Partner,Enterprise,1,256.93,0.0,256.93,0.0,256.93,4,1.0
4743,2024-06-16,Northeast,Services,Partner,Consumer,3,299.36,0.05,898.08,44.9,938.49,6,1.1
4744,2023-10-23,South,Office Supplies,Direct Sales,Enterprise,11,233.07,0.1,2563.77,256.38,2884.24,10,1.25
4745,2023-04-22,Midwest,Services,Online,Mid Market,4,43.87,0.0,175.48,0.0,175.48,4,1.0
4746,2023-12-09,West,Services,Retail,Small Business,9,215.62,0.0,1940.58,0.0,2425.72,12,1.25
4747,2023-04-11,West,Technology,Partner,Small Business,5,82.9,0.05,414.5,20.72,393.78,4,1.0
4748,2024-09-20,South,Furniture,Retail,Mid Market,2,64.85,0.0,129.7,0.0,129.7,9,1.0
4749,2023-01-28,Midwest,Technology,Online,Small Business,10,200.2,0.05,2002.0,100.1,1901.9,1,1.0
4750,2025-07-25,Northeast,Office Supplies,Retail,Enterprise,5,228.96,0.0,1144.8,0.0,1259.28,7,1.1
4751,2023-02-27,West,Software,Direct Sales,Consumer,2,90.93,0.0,181.86,0.0,181.86,2,1.0
4752,2023-10-24,West,Software,Partner,Small Business,9,65.05,0.15,585.45,87.82,622.04,10,1.25
4753,2023-05-14,South,Software,Retail,Mid Market,6,161.35,0.15,968.1,145.21,822.88,5,1.0
4754,2023-09-06,Northeast,Furniture,Partner,Consumer,5,213.79,0.2,1068.95,213.79,855.16,9,1.0
4755,2025-10-17,Northeast,Technology,Retail,Mid Market,2,184.16,0.05,368.32,18.42,437.38,10,1.25
4756,2024-07-03,Midwest,Technology,Direct Sales,Mid Market,7,166.31,0.0,1164.17,0.0,1280.59,7,1.1
4757,2025-06-20,West,Software,Retail,Enterprise,7,118.64,0.15,830.48,124.57,776.5,6,1.1
4758,2025-04-13,Northeast,Technology,Online,Small Business,2,166.29,0.05,332.58,16.63,315.95,4,1.0
4759,2025-02-09,South,Technology,Online,Consumer,10,239.99,0.1,2399.9,239.99,2159.91,2,1.0
4760,2023-05-26,West,Furniture,Online,Enterprise,6,195.16,0.0,1170.96,0.0,1170.96,5,1.0
4761,2025-06-11,West,Technology,Retail,Small Business,10,203.08,0.0,2030.8,0.0,2233.88,6,1.1
4762,2023-12-10,West,Technology,Partner,Small Business,10,282.74,0.0,2827.4,0.0,3534.25,12,1.25
4763,2025-11-24,Northeast,Technology,Direct Sales,Consumer,3,294.19,0.05,882.57,44.13,1048.05,11,1.25
4764,2024-12-02,Midwest,Services,Direct Sales,Enterprise,8,288.95,0.2,2311.6,462.32,2311.6,12,1.25
4765,2023-01-01,South,Technology,Online,Small Business,5,331.87,0.05,1659.35,82.97,1576.38,1,1.0
4766,2023-06-02,West,Services,Retail,Small Business,8,137.82,0.05,1102.56,55.13,1152.18,6,1.1
4767,2024-03-04,West,Technology,Partner,Small Business,7,119.37,0.1,835.59,83.56,752.03,3,1.0
4768,2024-05-22,West,Services,Online,Consumer,11,215.0,0.0,2365.0,0.0,2365.0,5,1.0
4769,2024-05-05,South,Office Supplies,Retail,Mid Market,8,170.55,0.0,1364.4,0.0,1364.4,5,1.0
4770,2023-12-11,South,Software,Online,Mid Market,1,187.02,0.1,187.02,18.7,210.4,12,1.25
4771,2023-08-09,Midwest,Services,Online,Consumer,6,72.09,0.2,432.54,86.51,380.64,8,1.1
4772,2024-12-23,Northeast,Office Supplies,Online,Mid Market,11,203.05,0.0,2233.55,0.0,2791.94,12,1.25
4773,2025-11-14,Northeast,Services,Partner,Mid Market,3,162.36,0.0,487.08,0.0,608.85,11,1.25
4774,2024-06-11,Northeast,Office Supplies,Retail,Consumer,5,163.89,0.0,819.45,0.0,901.4,6,1.1
4775,2025-04-20,Midwest,Software,Partner,Small Business,2,177.03,0.1,354.06,35.41,318.65,4,1.0
4776,2025-12-01,South,Furniture,Partner,Consumer,11,97.23,0.0,1069.53,0.0,1336.91,12,1.25
4777,2024-04-25,Northeast,Services,Online,Small Business,4,151.09,0.1,604.36,60.44,543.92,4,1.0
4778,2025-07-18,West,Software,Online,Mid Market,6,266.34,0.05,1598.04,79.9,1669.95,7,1.1
4779,2025-05-21,Midwest,Technology,Online,Small Business,1,203.28,0.1,203.28,20.33,182.95,5,1.0
4780,2023-12-11,West,Office Supplies,Online,Consumer,2,264.54,0.0,529.08,0.0,661.35,12,1.25
4781,2023-02-14,Northeast,Services,Direct Sales,Mid Market,2,119.84,0.0,239.68,0.0,239.68,2,1.0
4782,2023-01-21,West,Software,Partner,Small Business,9,198.89,0.0,1790.01,0.0,1790.01,1,1.0
4783,2025-12-29,South,Services,Online,Small Business,11,125.98,0.1,1385.78,138.58,1559.0,12,1.25
4784,2025-05-22,West,Technology,Online,Mid Market,5,301.83,0.05,1509.15,75.46,1433.69,5,1.0
4785,2023-02-17,South,Furniture,Partner,Enterprise,5,123.51,0.1,617.55,61.76,555.8,2,1.0
4786,2024-07-04,Northeast,Office Supplies,Retail,Mid Market,6,241.04,0.0,1446.24,0.0,1590.86,7,1.1
4787,2023-10-14,West,Technology,Partner,Enterprise,10,162.72,0.05,1627.2,81.36,1932.3,10,1.25
4788,2025-09-28,West,Furniture,Online,Enterprise,3,249.5,0.1,748.5,74.85,673.65,9,1.0
4789,2025-10-30,Northeast,Office Supplies,Retail,Mid Market,9,111.45,0.05,1003.05,50.15,1191.12,10,1.25
4790,2024-06-25,Midwest,Technology,Online,Mid Market,3,156.9,0.2,470.7,94.14,414.22,6,1.1
4791,2025-01-25,South,Technology,Partner,Small Business,4,220.3,0.1,881.2,88.12,793.08,1,1.0
4792,2023-10-01,South,Technology,Online,Consumer,9,180.55,0.05,1624.95,81.25,1929.63,10,1.25
4793,2025-08-13,West,Software,Online,Small Business,10,194.6,0.1,1946.0,194.6,1926.54,8,1.1
4794,2024-08-22,Northeast,Furniture,Retail,Mid Market,8,162.24,0.1,1297.92,129.79,1284.94,8,1.1
4795,2024-01-16,Midwest,Technology,Online,Enterprise,6,174.26,0.0,1045.56,0.0,1045.56,1,1.0
4796,2024-04-23,Northeast,Office Supplies,Partner,Consumer,8,171.42,0.0,1371.36,0.0,1371.36,4,1.0
4797,2023-01-15,South,Technology,Online,Mid Market,1,143.71,0.05,143.71,7.19,136.52,1,1.0
4798,2024-05-30,South,Services,Online,Consumer,4,296.59,0.0,1186.36,0.0,1186.36,5,1.0
4799,2023-07-10,South,Furniture,Direct Sales,Small Business,10,275.33,0.15,2753.3,412.99,2574.34,7,1.1
4800,2024-09-12,Midwest,Services,Online,Mid Market,11,264.33,0.0,2907.63,0.0,2907.63,9,1.0
4801,2023-06-03,South,Office Supplies,Online,Small Business,4,224.65,0.0,898.6,0.0,988.46,6,1.1
4802,2023-09-29,South,Services,Online,Enterprise,2,240.99,0.0,481.98,0.0,481.98,9,1.0
4803,2023-05-23,West,Technology,Direct Sales,Mid Market,2,147.83,0.2,295.66,59.13,236.53,5,1.0
4804,2025-12-28,West,Technology,Retail,Mid Market,11,126.11,0.0,1387.21,0.0,1734.01,12,1.25
4805,2023-09-04,Midwest,Software,Direct Sales,Small Business,10,256.09,0.2,2560.9,512.18,2048.72,9,1.0
4806,2025-02-26,West,Technology,Partner,Mid Market,9,212.32,0.1,1910.88,191.09,1719.79,2,1.0
4807,2023-03-20,West,Software,Partner,Small Business,6,256.79,0.0,1540.74,0.0,1540.74,3,1.0
4808,2024-09-14,West,Furniture,Retail,Small Business,7,210.37,0.0,1472.59,0.0,1472.59,9,1.0
4809,2024-06-08,Northeast,Software,Partner,Small Business,11,146.12,0.0,1607.32,0.0,1768.05,6,1.1
4810,2025-02-10,West,Services,Online,Small Business,11,122.53,0.0,1347.83,0.0,1347.83,2,1.0
4811,2025-07-26,West,Services,Partner,Small Business,4,218.49,0.2,873.96,174.79,769.08,7,1.1
4812,2024-09-08,West,Furniture,Partner,Small Business,3,232.95,0.05,698.85,34.94,663.91,9,1.0
4813,2025-10-28,South,Furniture,Partner,Small Business,3,218.79,0.0,656.37,0.0,820.46,10,1.25
4814,2023-03-08,Northeast,Services,Online,Mid Market,5,133.1,0.05,665.5,33.28,632.22,3,1.0
4815,2023-07-10,South,Services,Retail,Mid Market,11,200.48,0.15,2205.28,330.79,2061.94,7,1.1
4816,2025-02-06,Northeast,Technology,Retail,Enterprise,6,203.08,0.0,1218.48,0.0,1218.48,2,1.0
4817,2024-06-04,South,Office Supplies,Retail,Mid Market,2,150.92,0.05,301.84,15.09,315.42,6,1.1
4818,2025-09-16,Northeast,Technology,Direct Sales,Small Business,7,261.92,0.1,1833.44,183.34,1650.1,9,1.0
4819,2023-09-24,Midwest,Services,Retail,Enterprise,7,179.98,0.0,1259.86,0.0,1259.86,9,1.0
4820,2024-04-29,West,Technology,Online,Small Business,1,271.88,0.1,271.88,27.19,244.69,4,1.0
4821,2024-01-11,Midwest,Office Supplies,Retail,Enterprise,7,209.66,0.0,1467.62,0.0,1467.62,1,1.0
4822,2024-10-14,West,Software,Partner,Mid Market,4,179.93,0.0,719.72,0.0,899.65,10,1.25
4823,2024-07-02,West,Services,Direct Sales,Mid Market,4,195.25,0.15,781.0,117.15,730.24,7,1.1
4824,2023-03-14,South,Software,Retail,Mid Market,3,73.88,0.05,221.64,11.08,210.56,3,1.0
4825,2023-11-04,West,Technology,Online,Consumer,9,187.92,0.0,1691.28,0.0,2114.1,11,1.25
4826,2023-07-18,Midwest,Office Supplies,Online,Small Business,3,59.91,0.0,179.73,0.0,197.7,7,1.1
4827,2024-07-25,South,Services,Online,Consumer,4,159.62,0.05,638.48,31.92,667.21,7,1.1
4828,2025-03-01,Northeast,Software,Online,Mid Market,3,210.49,0.0,631.47,0.0,631.47,3,1.0
4829,2023-06-28,West,Software,Partner,Consumer,8,166.55,0.0,1332.4,0.0,1465.64,6,1.1
4830,2023-07-16,West,Software,Online,Mid Market,8,271.89,0.05,2175.12,108.76,2273.0,7,1.1
4831,2025-01-04,Northeast,Furniture,Online,Enterprise,10,189.32,0.0,1893.2,0.0,1893.2,1,1.0
4832,2023-03-30,Midwest,Software,Partner,Enterprise,8,224.97,0.0,1799.76,0.0,1799.76,3,1.0
4833,2025-03-09,Midwest,Technology,Online,Enterprise,5,182.21,0.1,911.05,91.11,819.94,3,1.0
4834,2025-02-26,Midwest,Furniture,Online,Mid Market,7,209.36,0.0,1465.52,0.0,1465.52,2,1.0
4835,2025-01-17,Northeast,Services,Retail,Enterprise,3,172.33,0.05,516.99,25.85,491.14,1,1.0
4836,2023-07-28,South,Technology,Online,Mid Market,8,223.64,0.0,1789.12,0.0,1968.03,7,1.1
4837,2024-05-07,Midwest,Furniture,Retail,Mid Market,10,253.47,0.0,2534.7,0.0,2534.7,5,1.0
4838,2024-10-26,West,Technology,Partner,Enterprise,2,196.15,0.0,392.3,0.0,490.38,10,1.25
4839,2025-11-02,South,Technology,Direct Sales,Small Business,8,265.24,0.05,2121.92,106.1,2519.78,11,1.25
4840,2025-05-20,South,Software,Online,Small Business,6,174.3,0.0,1045.8,0.0,1045.8,5,1.0
4841,2025-01-01,West,Software,Online,Enterprise,2,260.33,0.0,520.66,0.0,520.66,1,1.0
4842,2024-11-28,West,Technology,Retail,Mid Market,6,232.13,0.1,1392.78,139.28,1566.88,11,1.25
4843,2024-08-16,Northeast,Office Supplies,Online,Small Business,11,176.49,0.0,1941.39,0.0,2135.53,8,1.1
4844,2025-06-04,Midwest,Office Supplies,Retail,Mid Market,10,227.86,0.0,2278.6,0.0,2506.46,6,1.1
4845,2025-05-01,West,Technology,Online,Enterprise,2,226.46,0.0,452.92,0.0,452.92,5,1.0
4846,2023-11-21,South,Software,Partner,Small Business,3,237.82,0.15,713.46,107.02,758.05,11,1.25
4847,2025-09-05,South,Furniture,Direct Sales,Mid Market,11,72.58,0.1,798.38,79.84,718.54,9,1.0
4848,2025-08-13,West,Software,Direct Sales,Enterprise,5,127.28,0.05,636.4,31.82,665.04,8,1.1
4849,2025-06-12,Midwest,Technology,Partner,Mid Market,1,172.21,0.05,172.21,8.61,179.96,6,1.1
4850,2023-05-24,South,Furniture,Online,Mid Market,9,201.51,0.05,1813.59,90.68,1722.91,5,1.0
4851,2024-01-19,West,Technology,Retail,Small Business,10,220.54,0.0,2205.4,0.0,2205.4,1,1.0
4852,2023-08-04,Northeast,Technology,Retail,Enterprise,3,163.76,0.1,491.28,49.13,486.37,8,1.1
4853,2023-11-20,Midwest,Services,Direct Sales,Enterprise,1,231.13,0.05,231.13,11.56,274.47,11,1.25
4854,2025-11-04,Midwest,Technology,Direct Sales,Mid Market,6,69.18,0.05,415.08,20.75,492.91,11,1.25
4855,2023-08-05,Midwest,Technology,Direct Sales,Small Business,1,110.34,0.0,110.34,0.0,121.37,8,1.1
